CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,ZONECODE,PEBLOCKNO,WORKTYPE,MAINPROCESSCODE,SUBPROCESSCODE,SHOPCODE,DEPTCODE,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,ACTUALMH,ACTUALPROGRESS,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,PLANMH,VOL1,VOL2,VOL3,OFFSET,DESCUPDOWN,LINEPOSITION,ACTIVITYDESC,WORKCODE,STAGECODE,ZONECODE2,NOTE,NOTEPOSITION,REFKEYEVENT,RESCHEDULEDATE
DHSCMID,U611,D15P HA011,D15P,B,,,H,A,1,AS2,,,,0,,,2019-04-09,2019-04-15,5,28,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D15P HA021,D15P,B,,,H,A,2,AS2,,,,0,,,2019-04-19,2019-04-25,5,40,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D15P HL023,D15P,B,,,H,L,2,AS2,,,,0,,,2019-06-05,2019-06-05,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D15P PS023,D15P,B,,,P,S,2,AS2,,,,0,,,2019-06-04,2019-06-04,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D15P FB011,D15P,B,,,F,B,1,AS2,,,,0,,,2019-04-29,2019-04-29,1,18,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D15P FB021,D15P,B,,,F,B,2,AS2,,,,0,,,2019-05-15,2019-05-20,4,48,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D15S PB011,D15S,B,,,P,B,1,AS2,,,,0,,,2019-05-22,2019-05-29,6,154,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D15S HF031,D15S,B,,,H,F,3,AS2,,,,0,,,2019-03-21,2019-03-21,1,57,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D15S HA031,D15S,B,,,H,A,3,AS2,,,,0,,,2019-04-16,2019-04-24,7,91,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,D15S HA041,D15S,B,,,H,A,4,AS2,,,,0,,,2019-04-30,2019-05-13,8,78,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D15S HF010,D15S,B,,,H,F,1,AS2,,,,0,,,2019-02-27,2019-02-27,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D15S HF020,D15S,B,,,H,F,2,AS2,,,,0,,,2019-03-07,2019-03-07,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D15S HA011,D15S,B,,,H,A,1,AS2,,,,0,,,2019-04-08,2019-04-12,5,30,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D15S HA021,D15S,B,,,H,A,2,AS2,,,,0,,,2019-04-18,2019-04-24,5,42,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D15S HL023,D15S,B,,,H,L,2,AS2,,,,0,,,2019-06-05,2019-06-05,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D15S PS023,D15S,B,,,P,S,2,AS2,,,,0,,,2019-06-04,2019-06-04,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D15S FB011,D15S,B,,,F,B,1,AS2,,,,0,,,2019-04-29,2019-04-29,1,16,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D15S FB021,D15S,B,,,F,B,2,AS2,,,,0,,,2019-05-14,2019-05-17,4,44,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D16P PB011,D16P,B,,,P,B,1,AS2,,,,0,,,2019-05-28,2019-06-04,6,116,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D16P HF031,D16P,B,,,H,F,3,AS2,,,,0,,,2019-03-26,2019-03-26,1,40,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D16P HA041,D16P,B,,,H,A,4,AS2,,,,0,,,2019-05-08,2019-05-17,8,100,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D16P HF010,D16P,B,,,H,F,1,AS2,,,,0,,,2019-03-05,2019-03-05,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D16P HF020,D16P,B,,,H,F,2,AS2,,,,0,,,2019-03-12,2019-03-12,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D16P HA021,D16P,B,,,H,A,2,AS2,,,,0,,,2019-04-23,2019-04-29,5,41,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D16P HL023,D16P,B,,,H,L,2,AS2,,,,0,,,2019-06-12,2019-06-12,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D16P PS023,D16P,B,,,P,S,2,AS2,,,,0,,,2019-06-11,2019-06-11,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D16P FB011,D16P,B,,,F,B,1,AS2,,,,0,,,2019-05-02,2019-05-02,1,5,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D16P FB021,D16P,B,,,F,B,2,AS2,,,,0,,,2019-05-20,2019-05-23,4,18,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D16S PB011,D16S,B,,,P,B,1,AS2,,,,0,,,2019-05-27,2019-06-03,6,134,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D16S HF031,D16S,B,,,H,F,3,AS2,,,,0,,,2019-03-26,2019-03-26,1,48,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D16S HA031,D16S,B,,,H,A,3,AS2,,,,0,,,2019-04-19,2019-04-29,7,72,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,D16S HA041,D16S,B,,,H,A,4,AS2,,,,0,,,2019-05-07,2019-05-16,8,47,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D16S HF010,D16S,B,,,H,F,1,AS2,,,,0,,,2019-03-05,2019-03-05,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D16S HF020,D16S,B,,,H,F,2,AS2,,,,0,,,2019-03-12,2019-03-12,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D16S HA011,D16S,B,,,H,A,1,AS2,,,,0,,,2019-04-10,2019-04-17,6,44,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D16S HA021,D16S,B,,,H,A,2,AS2,,,,0,,,2019-04-22,2019-04-26,5,62,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D16S HL023,D16S,B,,,H,L,2,AS2,,,,0,,,2019-06-12,2019-06-12,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D16S PS023,D16S,B,,,P,S,2,AS2,,,,0,,,2019-06-11,2019-06-11,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D16S FB011,D16S,B,,,F,B,1,AS2,,,,0,,,2019-04-30,2019-04-30,1,5,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D16S FB021,D16S,B,,,F,B,2,AS2,,,,0,,,2019-05-17,2019-05-22,4,18,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D17P PB011,D17P,B,,,P,B,1,AS2,,,,0,,,2019-05-29,2019-06-05,6,138,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D17P HF031,D17P,B,,,H,F,3,AS2,,,,0,,,2019-03-27,2019-03-27,1,51,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D17P HA031,D17P,B,,,H,A,3,AS2,,,,0,,,2019-04-23,2019-05-02,7,87,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,D17P HA041,D17P,B,,,H,A,4,AS2,,,,0,,,2019-05-09,2019-05-20,8,46,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D17P HF010,D17P,B,,,H,F,1,AS2,,,,0,,,2019-03-06,2019-03-06,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D17P HF020,D17P,B,,,H,F,2,AS2,,,,0,,,2019-03-13,2019-03-13,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D17P HA011,D17P,B,,,H,A,1,AS2,,,,0,,,2019-04-15,2019-04-18,4,34,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D17P HA021,D17P,B,,,H,A,2,AS2,,,,0,,,2019-04-24,2019-04-30,5,48,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D17P HL023,D17P,B,,,H,L,2,AS2,,,,0,,,2019-06-12,2019-06-12,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D17P PS023,D17P,B,,,P,S,2,AS2,,,,0,,,2019-06-11,2019-06-11,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D17P FB011,D17P,B,,,F,B,1,AS2,,,,0,,,2019-05-07,2019-05-07,1,17,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D17P FB021,D17P,B,,,F,B,2,AS2,,,,0,,,2019-05-21,2019-05-24,4,47,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D17S PB011,D17S,B,,,P,B,1,AS2,,,,0,,,2019-05-28,2019-06-04,6,159,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D17S HF031,D17S,B,,,H,F,3,AS2,,,,0,,,2019-03-27,2019-03-27,1,61,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D17S HA031,D17S,B,,,H,A,3,AS2,,,,0,,,2019-04-22,2019-04-30,7,92,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,D17S HA041,D17S,B,,,H,A,4,AS2,,,,0,,,2019-05-08,2019-05-17,8,87,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D17S HF010,D17S,B,,,H,F,1,AS2,,,,0,,,2019-03-06,2019-03-06,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D17S HF020,D17S,B,,,H,F,2,AS2,,,,0,,,2019-03-13,2019-03-13,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D17S HA011,D17S,B,,,H,A,1,AS2,,,,0,,,2019-04-11,2019-04-17,5,35,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D17S HA021,D17S,B,,,H,A,2,AS2,,,,0,,,2019-04-23,2019-04-29,5,50,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D17S HL023,D17S,B,,,H,L,2,AS2,,,,0,,,2019-06-12,2019-06-12,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D17S PS023,D17S,B,,,P,S,2,AS2,,,,0,,,2019-06-11,2019-06-11,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D17S FB011,D17S,B,,,F,B,1,AS2,,,,0,,,2019-05-03,2019-05-03,1,17,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D17S FB021,D17S,B,,,F,B,2,AS2,,,,0,,,2019-05-20,2019-05-23,4,47,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D18P PB011,D18P,B,,,P,B,1,AS2,,,,0,,,2019-06-12,2019-06-19,6,127,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D18P HF031,D18P,B,,,H,F,3,AS2,,,,0,,,2019-04-02,2019-04-02,1,48,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D18P HA031,D18P,B,,,H,A,3,AS2,,,,0,,,2019-04-30,2019-05-10,7,87,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,D18P HA041,D18P,B,,,H,A,4,AS2,,,,0,,,2019-05-16,2019-05-27,8,46,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D18P HF010,D18P,B,,,H,F,1,AS2,,,,0,,,2019-03-12,2019-03-12,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D18P HF020,D18P,B,,,H,F,2,AS2,,,,0,,,2019-03-19,2019-03-19,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D18P HA011,D18P,B,,,H,A,1,AS2,,,,0,,,2019-04-23,2019-04-26,4,34,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D18P HA021,D18P,B,,,H,A,2,AS2,,,,0,,,2019-05-02,2019-05-09,5,48,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D18P HL023,D18P,B,,,H,L,2,AS2,,,,0,,,2019-07-03,2019-07-03,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D18P PS023,D18P,B,,,P,S,2,AS2,,,,0,,,2019-07-02,2019-07-02,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D18P FB011,D18P,B,,,F,B,1,AS2,,,,0,,,2019-05-14,2019-05-14,1,17,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D18P FB021,D18P,B,,,F,B,2,AS2,,,,0,,,2019-05-28,2019-05-31,4,46,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D18S PB011,D18S,B,,,P,B,1,AS2,,,,0,,,2019-06-11,2019-06-18,6,148,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D18S HF031,D18S,B,,,H,F,3,AS2,,,,0,,,2019-04-03,2019-04-03,1,55,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D18S HA031,D18S,B,,,H,A,3,AS2,,,,0,,,2019-04-29,2019-05-09,7,92,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,D18S HA041,D18S,B,,,H,A,4,AS2,,,,0,,,2019-05-15,2019-05-24,8,87,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D18S HF010,D18S,B,,,H,F,1,AS2,,,,0,,,2019-03-13,2019-03-13,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D18S HF020,D18S,B,,,H,F,2,AS2,,,,0,,,2019-03-20,2019-03-20,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D18S HA011,D18S,B,,,H,A,1,AS2,,,,0,,,2019-04-22,2019-04-25,4,35,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D18S HA021,D18S,B,,,H,A,2,AS2,,,,0,,,2019-04-30,2019-05-08,5,50,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D18S HL023,D18S,B,,,H,L,2,AS2,,,,0,,,2019-07-03,2019-07-03,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D18S PS023,D18S,B,,,P,S,2,AS2,,,,0,,,2019-07-02,2019-07-02,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D18S FB011,D18S,B,,,F,B,1,AS2,,,,0,,,2019-05-10,2019-05-10,1,15,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D18S FB021,D18S,B,,,F,B,2,AS2,,,,0,,,2019-05-27,2019-05-30,4,42,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D19P HA041,D19P,B,,,H,A,4,AS2,,,,0,,,2019-05-17,2019-05-28,8,100,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D19P HF010,D19P,B,,,H,F,1,AS2,,,,0,,,2019-03-14,2019-03-14,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D19P HF020,D19P,B,,,H,F,2,AS2,,,,0,,,2019-03-21,2019-03-21,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D19P PB011,D19P,B,,,P,B,1,AS2,,,,0,,,2019-06-19,2019-06-26,6,89,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D19P HF031,D19P,B,,,H,F,3,AS2,,,,0,,,2019-04-04,2019-04-04,1,30,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D19P HA021,D19P,B,,,H,A,2,AS2,,,,0,,,2019-05-03,2019-05-10,5,33,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D19P HL023,D19P,B,,,H,L,2,AS2,,,,0,,,2019-07-03,2019-07-03,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D19P PS023,D19P,B,,,P,S,2,AS2,,,,0,,,2019-07-02,2019-07-02,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D19P FB011,D19P,B,,,F,B,1,AS2,,,,0,,,2019-05-15,2019-05-15,1,4,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D19P FB021,D19P,B,,,F,B,2,AS2,,,,0,,,2019-05-29,2019-06-03,4,15,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D19S PB011,D19S,B,,,P,B,1,AS2,,,,0,,,2019-06-17,2019-06-24,6,109,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D19S HF031,D19S,B,,,H,F,3,AS2,,,,0,,,2019-04-04,2019-04-04,1,38,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D19S HA041,D19S,B,,,H,A,4,AS2,,,,0,,,2019-05-16,2019-05-27,8,47,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,D19S HA031,D19S,B,,,H,A,3,AS2,,,,0,,,2019-04-30,2019-05-10,7,50,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,D19S HF010,D19S,B,,,H,F,1,AS2,,,,0,,,2019-03-14,2019-03-14,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D19S HF020,D19S,B,,,H,F,2,AS2,,,,0,,,2019-03-21,2019-03-21,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D19S HA021,D19S,B,,,H,A,2,AS2,,,,0,,,2019-05-02,2019-05-09,5,52,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D19S HA011,D19S,B,,,H,A,1,AS2,,,,0,,,2019-04-22,2019-04-26,5,36,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D19S HL023,D19S,B,,,H,L,2,AS2,,,,0,,,2019-07-03,2019-07-03,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D19S PS023,D19S,B,,,P,S,2,AS2,,,,0,,,2019-07-02,2019-07-02,1,0,0,0,0,0,U,0,Scaffolding installation / 1st PE,,3,,,,,
DHSCMID,U611,D19S FB021,D19S,B,,,F,B,2,AS2,,,,0,,,2019-05-28,2019-05-31,4,19,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D19S FB011,D19S,B,,,F,B,1,AS2,,,,0,,,2019-05-14,2019-05-14,1,5,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D91P FB021,D91P,B,,,F,B,2,AS2,,,,0,,,2019-05-09,2019-05-14,4,50,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,D91P PB011,D91P,B,,,P,B,1,AS2,,,,0,,,2019-05-23,2019-05-30,6,27,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D91P HF031,D91P,B,,,H,F,3,AS2,,,,0,,,2019-03-28,2019-03-28,1,11,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D91P HF010,D91P,B,,,H,F,1,AS2,,,,0,,,2019-03-07,2019-03-07,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D91P HF020,D91P,B,,,H,F,2,AS2,,,,0,,,2019-03-14,2019-03-14,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D91P HA021,D91P,B,,,H,A,2,AS2,,,,0,,,2019-04-23,2019-05-08,10,31,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D91P HL023,D91P,B,,,H,L,2,AS2,,,,0,,,2019-06-05,2019-06-05,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D91S PB011,D91S,B,,,P,B,1,AS2,,,,0,,,2019-05-23,2019-05-30,6,27,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,D91S HF031,D91S,B,,,H,F,3,AS2,,,,0,,,2019-03-28,2019-03-28,1,11,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,D91S HF010,D91S,B,,,H,F,1,AS2,,,,0,,,2019-03-07,2019-03-07,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,D91S HF020,D91S,B,,,H,F,2,AS2,,,,0,,,2019-03-14,2019-03-14,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,D91S HA021,D91S,B,,,H,A,2,AS2,,,,0,,,2019-04-23,2019-05-08,10,31,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,D91S HL023,D91S,B,,,H,L,2,AS2,,,,0,,,2019-06-05,2019-06-05,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,D91S FB021,D91S,B,,,F,B,2,AS2,,,,0,,,2019-05-09,2019-05-14,4,36,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,E11C PB011,E11C,B,,,P,B,1,AS1,,,,0,,,2019-04-22,2019-04-30,7,334,0,0,0,0,U,0,Block painting / IN SHOP,9,1,,,,,
DHSCMID,U611,E11C HF031,E11C,B,,,H,F,3,AS1,,,,0,,,2019-01-02,2019-01-02,1,106,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,E11C HA031,E11C,B,,,H,A,3,AS1,,,,0,,,2019-01-28,2019-02-21,16,2,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,E11C HA041,E11C,B,,,H,A,4,AS1,,,,0,,,2019-03-04,2019-03-25,16,1173,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
DHSCMID,U611,E11C HF010,E11C,B,,,H,F,1,AS1,,,,0,,,2018-12-10,2018-12-10,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMID,U611,E11C HF020,E11C,B,,,H,F,2,AS1,,,,0,,,2018-12-17,2018-12-17,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMID,U611,E11C HA011,E11C,B,,,H,A,1,AS1,,,,0,,,2019-01-16,2019-01-31,12,178,0,0,0,0,U,0,S-Assembly(M-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,E11C HA021,E11C,B,,,H,A,2,AS1,,,,0,,,2019-02-12,2019-02-20,7,264,0,0,0,0,U,0,S-Assembly(for L-Assembly) / IN SHOP,3,1,,,,,
DHSCMID,U611,E11C HL023,E11C,B,,,H,L,2,AS1,,,,0,,,2019-05-14,2019-05-14,1,0,0,0,0,0,U,0,1st PE Lifting / 1st PE,6,3,,,,,
DHSCMID,U611,E11C FB011,E11C,B,,,F,B,1,AS1,,,,0,,,2019-02-21,2019-02-26,4,84,0,0,0,0,U,0,M-Assembly Outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,E11C FB021,E11C,B,,,F,B,2,AS1,,,,0,,,2019-03-26,2019-04-15,15,202,0,0,0,0,U,0,pre-outfitting / IN SHOP,11,1,,,,,
DHSCMID,U611,E12C HF031,E12C,B,,,H,F,3,AS1,,,,0,,,2019-01-02,2019-01-02,1,87,0,0,0,0,U,0,Fabrication / IN SHOP,2,1,,,,,
DHSCMID,U611,E12C HA031,E12C,B,,,H,A,3,AS1,,,,0,,,2019-01-28,2019-02-19,14,33,0,0,0,0,U,0,M-Assembly / IN SHOP,3,1,,,,,
DHSCMID,U611,E12C HA041,E12C,B,,,H,A,4,AS1,,,,0,,,2019-02-26,2019-03-19,15,99,0,0,0,0,U,0,L-Assembly / IN SHOP,5,1,,,,,
