CASENO,PROJECTNO,ACTIVITYCODE,LOCATIONCODE,LOCATIONTYPE,ZONECODE,PEBLOCKNO,WORKTYPE,MAINPROCESSCODE,SUBPROCESSCODE,SHOPCODE,DEPTCODE,ACTUALSTARTDATE,ACTUALFINISHDATE,ACTUALDURATION,ACTUALMH,ACTUALPROGRESS,PLANSTARTDATE,PLANFINISHDATE,PLANDURATION,PLANMH,VOL1,VOL2,VOL3,OFFSET,DESCUPDOWN,LINEPOSITION,ACTIVITYDESC,WORKCODE,STAGECODE,ZONECODE2,NOTE,NOTEPOSITION,REFKEYEVENT,RESCHEDULEDATE
DHSCMULTI,U705,D45C FB011,D45C,B,,,F,B,1,,,,,0,,,2020-04-21,2020-04-22,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D45C PB011,D45C,B,,,P,B,1,,,,,0,,,2020-06-08,2020-06-16,7,124,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,D45C HF020,D45C,B,,,H,F,2,,,,,0,,,2020-02-25,2020-02-25,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,D45C HA021,D45C,B,,,H,A,2,,,,,0,,,2020-04-14,2020-04-23,8,21.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D45C FB021,D45C,B,,,F,B,2,,,,,0,,,2020-05-25,2020-06-02,7,58,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D45C HL023,D45C,B,,,H,L,2,,,,,0,,,2020-07-08,2020-07-08,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,D45C HF031,D45C,B,,,H,F,3,,,,,0,,,2020-03-11,2020-03-11,1,18.9,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,D45C HA031,D45C,B,,,H,A,3,,,,,0,,,2020-04-03,2020-04-17,11,36,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D45C HA041,D45C,B,,,H,A,4,,,,,0,,,2020-04-28,2020-05-20,14,60,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,D46C HF010,D46C,B,,,H,F,1,,,,,0,,,2020-02-18,2020-02-18,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,D46C HA011,D46C,B,,,H,A,1,,,,,0,,,2020-03-20,2020-03-31,8,99,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D46C FB011,D46C,B,,,F,B,1,,,,,0,,,2020-04-22,2020-04-23,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D46C PB011,D46C,B,,,P,B,1,,,,,0,,,2020-06-09,2020-06-17,7,124,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,D46C HF020,D46C,B,,,H,F,2,,,,,0,,,2020-02-26,2020-02-26,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,D46C HA021,D46C,B,,,H,A,2,,,,,0,,,2020-04-15,2020-04-24,8,13.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D46C FB021,D46C,B,,,F,B,2,,,,,0,,,2020-05-26,2020-06-03,7,36,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D46C HL023,D46C,B,,,H,L,2,,,,,0,,,2020-07-08,2020-07-08,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,D46C HF031,D46C,B,,,H,F,3,,,,,0,,,2020-03-12,2020-03-12,1,13.6,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,D46C HA031,D46C,B,,,H,A,3,,,,,0,,,2020-04-06,2020-04-20,11,12.6,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D46C HA041,D46C,B,,,H,A,4,,,,,0,,,2020-04-29,2020-05-21,14,60,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,D51C HF010,D51C,B,,,H,F,1,,,,,0,,,2020-02-18,2020-02-18,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,D51C HA011,D51C,B,,,H,A,1,,,,,,,,2020-03-20,2020-03-31,8,43.3,,,,,U,,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D51C FB011,D51C,B,,,F,B,1,,,,,0,,,2020-04-22,2020-04-23,2,9.9,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D51C PB011,D51C,B,,,P,B,1,,,,,0,,,2020-06-10,2020-06-18,7,120,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,D51C HF020,D51C,B,,,H,F,2,,,,,0,,,2020-02-26,2020-02-26,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,D51C HA021,D51C,B,,,H,A,2,,,,,0,,,2020-04-15,2020-04-24,8,63.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D51C FB021,D51C,B,,,F,B,2,,,,,0,,,2020-05-27,2020-06-04,7,27.3,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D51C HL023,D51C,B,,,H,L,2,,,,,0,,,2020-07-06,2020-07-06,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,D51C HF031,D51C,B,,,H,F,3,,,,,0,,,2020-03-12,2020-03-12,1,34,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,D51C HA031,D51C,B,,,H,A,3,,,,,0,,,2020-04-06,2020-04-20,11,24.6,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D51C HA041,D51C,B,,,H,A,4,,,,,0,,,2020-04-29,2020-05-21,14,266.6,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,D52C HF010,D52C,B,,,H,F,1,,,,,0,,,2020-02-18,2020-02-18,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,D52C HA011,D52C,B,,,H,A,1,,,,,,,,2020-03-20,2020-03-31,8,58.3,,,,,U,,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D52C FB011,D52C,B,,,F,B,1,,,,,0,,,2020-04-22,2020-04-23,2,3.5,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D52C PB011,D52C,B,,,P,B,1,,,,,0,,,2020-06-12,2020-06-22,7,120,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,D52C HF020,D52C,B,,,H,F,2,,,,,0,,,2020-02-26,2020-02-26,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,D52C HA021,D52C,B,,,H,A,2,,,,,0,,,2020-04-15,2020-04-24,8,85.6,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D52C FB021,D52C,B,,,F,B,2,,,,,0,,,2020-05-28,2020-06-05,7,12.5,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D52C HL023,D52C,B,,,H,L,2,,,,,0,,,2020-07-06,2020-07-06,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,D52C HF031,D52C,B,,,H,F,3,,,,,0,,,2020-03-12,2020-03-12,1,31,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,D52C HA031,D52C,B,,,H,A,3,,,,,0,,,2020-04-06,2020-04-20,11,24.6,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D52C HA041,D52C,B,,,H,A,4,,,,,0,,,2020-05-04,2020-05-22,14,273.3,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,D53C HF010,D53C,B,,,H,F,1,,,,,0,,,2020-02-20,2020-02-20,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,D53C HA011,D53C,B,,,H,A,1,,,,,0,,,2020-03-24,2020-04-02,8,51.8,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D53C FB011,D53C,B,,,F,B,1,,,,,0,,,2020-04-24,2020-04-27,2,6.7,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D53C PB011,D53C,B,,,P,B,1,,,,,0,,,2020-06-11,2020-06-19,7,124,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,D53C HF020,D53C,B,,,H,F,2,,,,,0,,,2020-02-28,2020-02-28,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,D53C HA021,D53C,B,,,H,A,2,,,,,0,,,2020-04-17,2020-04-28,8,22.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D53C FB021,D53C,B,,,F,B,2,,,,,0,,,2020-05-28,2020-06-05,7,19.9,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D53C HL023,D53C,B,,,H,L,2,,,,,0,,,2020-07-08,2020-07-08,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,D53C HF031,D53C,B,,,H,F,3,,,,,0,,,2020-03-16,2020-03-16,1,26.4,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,D53C HA031,D53C,B,,,H,A,3,,,,,0,,,2020-04-08,2020-04-22,11,58.8,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D53C HA041,D53C,B,,,H,A,4,,,,,0,,,2020-05-06,2020-05-25,14,44.2,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,D54C HF010,D54C,B,,,H,F,1,,,,,,,,2020-02-21,2020-02-21,1,0,,,,,U,,DWG,,0,,,,,
DHSCMULTI,U705,D54C HA011,D54C,B,,,H,A,1,,,,,0,,,2020-03-25,2020-04-03,8,43.3,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D54C FB011,D54C,B,,,F,B,1,,,,,0,,,2020-04-27,2020-04-28,2,13.8,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D54C PB011,D54C,B,,,P,B,1,,,,,0,,,2020-06-12,2020-06-22,7,124,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,D54C HF020,D54C,B,,,H,F,2,,,,,0,,,2020-03-02,2020-03-02,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,D54C HA021,D54C,B,,,H,A,2,,,,,0,,,2020-04-20,2020-04-29,8,38.6,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D54C FB021,D54C,B,,,F,B,2,,,,,0,,,2020-05-29,2020-06-08,7,36.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D54C HL023,D54C,B,,,H,L,2,,,,,0,,,2020-07-08,2020-07-08,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,D54C HF031,D54C,B,,,H,F,3,,,,,0,,,2020-03-17,2020-03-17,1,71.3,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,D54C HA031,D54C,B,,,H,A,3,,,,,0,,,2020-04-09,2020-04-23,11,36,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D54C HA041,D54C,B,,,H,A,4,,,,,0,,,2020-05-07,2020-05-26,14,162.7,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,D55C HF010,D55C,B,,,H,F,1,,,,,,,,2020-02-25,2020-02-25,1,0,,,,,U,,DWG,,0,,,,,
DHSCMULTI,U705,D55C HA011,D55C,B,,,H,A,1,,,,,0,,,2020-03-27,2020-04-07,8,13.3,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D55C FB011,D55C,B,,,F,B,1,,,,,0,,,2020-04-29,2020-05-04,2,2.7,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D55C PB011,D55C,B,,,P,B,1,,,,,0,,,2020-06-16,2020-06-24,7,124,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,D55C HF020,D55C,B,,,H,F,2,,,,,0,,,2020-03-04,2020-03-04,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,D55C HA021,D55C,B,,,H,A,2,,,,,0,,,2020-04-22,2020-05-06,8,18.1,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D55C FB021,D55C,B,,,F,B,2,,,,,0,,,2020-06-02,2020-06-10,7,10.6,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D55C HL023,D55C,B,,,H,L,2,,,,,0,,,2020-07-08,2020-07-08,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,D55C HF031,D55C,B,,,H,F,3,,,,,0,,,2020-03-19,2020-03-19,1,46.4,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,D55C HA031,D55C,B,,,H,A,3,,,,,0,,,2020-04-13,2020-04-27,11,84.9,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D55C HA041,D55C,B,,,H,A,4,,,,,0,,,2020-05-11,2020-05-28,14,94.4,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,D56C HF010,D56C,B,,,H,F,1,,,,,0,,,2020-02-25,2020-02-25,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,D56C HA011,D56C,B,,,H,A,1,,,,,0,,,2020-03-27,2020-04-07,8,27.7,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D56C FB011,D56C,B,,,F,B,1,,,,,0,,,2020-04-29,2020-05-04,2,13.8,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D56C PB011,D56C,B,,,P,B,1,,,,,0,,,2020-06-16,2020-06-24,7,124,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,D56C HF020,D56C,B,,,H,F,2,,,,,,,,2020-03-04,2020-03-04,1,0,,,,,U,,Material import,,0,,,,,
DHSCMULTI,U705,D56C HA021,D56C,B,,,H,A,2,,,,,0,,,2020-04-22,2020-05-06,8,39.8,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D56C FB021,D56C,B,,,F,B,2,,,,,0,,,2020-06-02,2020-06-10,7,36.4,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,D56C HL023,D56C,B,,,H,L,2,,,,,0,,,2020-07-08,2020-07-08,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,D56C HF031,D56C,B,,,H,F,3,,,,,0,,,2020-03-19,2020-03-19,1,74.1,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,D56C HA031,D56C,B,,,H,A,3,,,,,0,,,2020-04-13,2020-04-27,11,57.5,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,D56C HA041,D56C,B,,,H,A,4,,,,,0,,,2020-05-11,2020-05-28,14,180.1,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,E11C HF010,E11C,B,,,H,F,1,,,,,0,,,2019-12-24,2019-12-24,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,E11C HA011,E11C,B,,,H,A,1,,,,,0,,,2020-01-31,2020-02-11,8,55.3,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E11C FB011,E11C,B,,,F,B,1,,,,,0,,,2020-03-10,2020-03-11,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E11C PB011,E11C,B,,,P,B,1,,,,,0,,,2020-04-29,2020-05-12,7,60,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,E11C HF020,E11C,B,,,H,F,2,,,,,0,,,2020-01-03,2020-01-03,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,E11C HA021,E11C,B,,,H,A,2,,,,,0,,,2020-03-03,2020-03-12,8,18.9,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E11C FB021,E11C,B,,,F,B,2,,,,,0,,,2020-04-14,2020-04-23,8,73.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E11C HL023,E11C,B,,,H,L,2,,,,,0,,,2020-06-15,2020-06-15,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,E11C HF031,E11C,B,,,H,F,3,,,,,0,,,2020-01-20,2020-01-20,1,11.1,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,E11C HA031,E11C,B,,,H,A,3,,,,,,,,2020-02-14,2020-03-06,16,85.6,,,,,U,,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E11C HA041,E11C,B,,,H,A,4,,,,,0,,,2020-03-18,2020-04-08,16,134.4,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,E12C HA011,E12C,B,,,H,A,1,,,,,,,,2020-02-04,2020-02-13,8,33.3,,,,,U,,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E12C FB011,E12C,B,,,F,B,1,,,,,0,,,2020-03-09,2020-03-10,2,23.8,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E12C PB011,E12C,B,,,P,B,1,,,,,0,,,2020-04-27,2020-05-08,7,23.6,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,E12C HA021,E12C,B,,,H,A,2,,,,,0,,,2020-03-02,2020-03-11,8,107.7,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E12C FB021,E12C,B,,,F,B,2,,,,,0,,,2020-04-10,2020-04-21,8,59.7,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E12C HL023,E12C,B,,,H,L,2,,,,,0,,,2020-06-15,2020-06-15,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,E12C HA031,E12C,B,,,H,A,3,,,,,0,,,2020-02-19,2020-03-05,12,61.5,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E12C HA041,E12C,B,,,H,A,4,,,,,0,,,2020-03-17,2020-04-06,15,59.6,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,E12C HF010,E12C,B,,,H,F,1,,,,,0,,,2019-12-30,2019-12-30,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,E12C HF020,E12C,B,,,H,F,2,,,,,0,,,2020-01-08,2020-01-08,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,E12C HF031,E12C,B,,,H,F,3,,,,,0,,,2020-01-23,2020-01-23,1,52.2,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,E13C HF010,E13C,B,,,H,F,1,,,,,0,,,2020-01-02,2020-01-02,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,E13C HA011,E13C,B,,,H,A,1,,,,,,,,2020-02-06,2020-02-17,8,55,,,,,U,,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E13C FB011,E13C,B,,,F,B,1,,,,,0,,,2020-03-11,2020-03-12,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E13C PB011,E13C,B,,,P,B,1,,,,,0,,,2020-04-29,2020-05-12,7,200.7,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,E13C HF020,E13C,B,,,H,F,2,,,,,0,,,2020-01-10,2020-01-10,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,E13C HA021,E13C,B,,,H,A,2,,,,,0,,,2020-03-04,2020-03-13,8,18.9,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E13C FB021,E13C,B,,,F,B,2,,,,,0,,,2020-04-14,2020-04-23,8,64.3,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E13C HL023,E13C,B,,,H,L,2,,,,,0,,,2020-06-15,2020-06-15,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,E13C HF031,E13C,B,,,H,F,3,,,,,0,,,2020-01-29,2020-01-29,1,11.1,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,E13C HA031,E13C,B,,,H,A,3,,,,,0,,,2020-02-21,2020-03-09,12,61.5,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E13C HA041,E13C,B,,,H,A,4,,,,,0,,,2020-03-19,2020-04-08,15,133.2,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,E21C HF010,E21C,B,,,H,F,1,,,,,0,,,2020-01-09,2020-01-09,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,E21C HA011,E21C,B,,,H,A,1,,,,,0,,,2020-02-13,2020-02-24,8,106.7,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E21C FB011,E21C,B,,,F,B,1,,,,,0,,,2020-03-18,2020-03-19,2,0,0,0,0,0,U,0,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E21C PB011,E21C,B,,,P,B,1,,,,,0,,,2020-05-11,2020-05-19,7,95.9,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,E21C HF020,E21C,B,,,H,F,2,,,,,0,,,2020-01-17,2020-01-17,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,E21C HA021,E21C,B,,,H,A,2,,,,,,,,2020-03-11,2020-03-20,8,6,,,,,U,,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E21C FB021,E21C,B,,,F,B,2,,,,,0,,,2020-04-21,2020-05-04,8,57.6,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E21C HL023,E21C,B,,,H,L,2,,,,,0,,,2020-06-15,2020-06-15,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,E21C HF031,E21C,B,,,H,F,3,,,,,0,,,2020-02-05,2020-02-05,1,5.3,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,E21C HA031,E21C,B,,,H,A,3,,,,,0,,,2020-02-28,2020-03-16,12,61.5,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E21C HA041,E21C,B,,,H,A,4,,,,,0,,,2020-03-26,2020-04-15,15,60,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,E22C HF010,E22C,B,,,H,F,1,,,,,0,,,2020-01-06,2020-01-06,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,E22C HA011,E22C,B,,,H,A,1,,,,,0,,,2020-02-10,2020-02-19,8,27.5,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E22C FB011,E22C,B,,,F,B,1,,,,,,,,2020-03-13,2020-03-16,2,0,,,,,U,,M-Assembly Outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E22C PB011,E22C,B,,,P,B,1,,,,,0,,,2020-05-07,2020-05-15,7,88.1,0,0,0,0,U,0,Block painting/ IN SHOP,9,1,,,,,
DHSCMULTI,U705,E22C HF020,E22C,B,,,H,F,2,,,,,0,,,2020-01-14,2020-01-14,1,0,0,0,0,0,U,0,Material import,,0,,,,,
DHSCMULTI,U705,E22C HA021,E22C,B,,,H,A,2,,,,,0,,,2020-03-06,2020-03-17,8,6,0,0,0,0,U,0,S-Assembly(for L-Assembly)/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E22C FB021,E22C,B,,,F,B,2,,,,,0,,,2020-04-20,2020-04-29,8,36.8,0,0,0,0,U,0,Block pre-outfitting/ IN SHOP,11,1,,,,,
DHSCMULTI,U705,E22C HL023,E22C,B,,,H,L,2,,,,,0,,,2020-06-15,2020-06-15,1,0,0,0,0,0,U,0,1st PE Lifting/ 1st PE,6,3,,,,,
DHSCMULTI,U705,E22C HF031,E22C,B,,,H,F,3,,,,,0,,,2020-01-31,2020-01-31,1,5.4,0,0,0,0,U,0,Fabrication/ IN SHOP,2,1,,,,,
DHSCMULTI,U705,E22C HA031,E22C,B,,,H,A,3,,,,,0,,,2020-02-25,2020-03-11,12,28,0,0,0,0,U,0,M-Assembly/ IN SHOP,3,1,,,,,
DHSCMULTI,U705,E22C HA041,E22C,B,,,H,A,4,,,,,0,,,2020-03-23,2020-04-14,17,60,0,0,0,0,U,0,L-Assembly/ IN SHOP,5,1,,,,,
DHSCMULTI,U705,E23C HF010,E23C,B,,,H,F,1,,,,,0,,,2020-01-02,2020-01-02,1,0,0,0,0,0,U,0,DWG,,0,,,,,
DHSCMULTI,U705,E23C HA011,E23C,B,,,H,A,1,,,,,0,,,2020-02-06,2020-02-17,8,26.4,0,0,0,0,U,0,S-Assembly (for M-Assembly)/ IN SHOP,3,1,,,,,
